id,name,year,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,mode,speechiness,valence,popularity
0obIo2GEab6qqms6t3JaMY,Hey! Baby - Remastered,1962,0.359,0.515,143627,0.623,0.0,0.274,-5.597,Mode.MAJOR,0.036,0.643,65
0BRHnOFm6sjxN1i9LJrUDu,The Anthem,2003,0.00666,0.494,175093,0.939,0.0,0.139,-3.127,Mode.MAJOR,0.126,0.893,76
6ck1GKFARCK3T6w03RTV8y,Shu Rah,1961,0.0858,0.696,103560,0.533,0.026,0.158,-12.406,Mode.MAJOR,0.034,0.887,32
4XD9xETG2OuWta7mXyUVVe,The Days Of Wine And Roses,1963,0.936,0.557,156547,0.307,0.138,0.142,-11.55,Mode.MAJOR,0.0314,0.412,36
37RqEET1SYQaAcHDxDQLZY,Let 'Em In - 2014 Remaster,1976,0.491,0.761,311880,0.482,0.31,0.0864,-11.849,Mode.MAJOR,0.0572,0.626,58
6lZyMZGbnDusKNgBn3P252,I Believe,2003,0.706,0.41,236560,0.234,0.0,0.107,-10.767,Mode.MAJOR,0.0322,0.153,36
2TBnYW00VGuNJk6xVQYEQe,Having a Party (with Ronnie Wood) - Live Unplugged; 2008 Remaster,1994,0.147,0.648,286027,0.789,0.0,0.972,-9.47,Mode.MAJOR,0.103,0.711,33
2kDMh0Imubeo6BkV1mY7vm,Who's Zoomin' Who?,1986,0.376,0.788,284507,0.532,1.63e-06,0.0622,-10.334,Mode.MAJOR,0.0375,0.841,45
6KlnQC66NiJTdO88aL62SF,Shame,1978,0.00588,0.714,392800,0.665,0.131,0.0655,-10.948,Mode.MINOR,0.0381,0.805,49
7BqHUALzNBTanL6OvsqmC1,Happier,2018,0.191,0.687,214290,0.792,0.0,0.167,-2.749,Mode.MAJOR,0.0452,0.671,86
140QoNMw1OQqyo1tpeeTpm,I Will Survive,1996,0.501,0.624,372400,0.405,9.5e-05,0.228,-10.084,Mode.MINOR,0.0403,0.209,34
4j6GMcVcqZf1r0GDqMtYp6,Prayed For You,2019,0.0724,0.6,210373,0.698,1.64e-06,0.113,-5.86,Mode.MAJOR,0.0355,0.57,62
3IrkbGQCoEPAkzJ0Tkv8nm,Dirt Off Your Shoulder,2004,0.0321,0.78,245173,0.657,2.56e-06,0.339,-7.149,Mode.MAJOR,0.317,0.648,66
2SLZ2rX5773RS16mcqBxG7,Peaches & Cream,2001,0.00277,0.677,193093,0.52,0.0,0.0532,-6.255,Mode.MINOR,0.334,0.768,65
5nNpVC9AC6DWgrT5RX0e0b,Hopelessly Devoted To You,1978,0.313,0.574,186000,0.514,0.00362,0.274,-8.02,Mode.MINOR,0.028,0.352,61
22NLm3IIR9NLG0cUYtmHMW,Pretty Wings - uncut,2009,0.252,0.563,310520,0.402,2.07e-06,0.0886,-10.496,Mode.MAJOR,0.0668,0.2,63
1HBDWCrQVjrALiOA5rILnE,Sure Know Something,1979,0.277,0.707,241507,0.732,0.0,0.13,-6.292,Mode.MINOR,0.0303,0.928,56
1KlV34DADVN0vDRENkVTfv,Not the Lovin' Kind,1965,0.0452,0.408,128907,0.558,0.0,0.241,-13.444,Mode.MAJOR,0.0329,0.765,7
3cfnGXJ9bmiWvFqEO6ff8B,After the Love Has Gone,1979,0.532,0.424,278040,0.443,0.000389,0.673,-13.45,Mode.MAJOR,0.0382,0.391,69
2RChe0r2cMoyOvuKobZy44,Always,1994,0.117,0.383,353027,0.659,0.0,0.0778,-5.558,Mode.MAJOR,0.0312,0.327,77
6gTrbqZnyljwXdYQTyBkSx,You Make Me Feel Like Dancing - Remastered,1976,0.0848,0.728,219467,0.718,0.0,0.0579,-5.281,Mode.MINOR,0.0501,0.733,64
3R7fjB38qajI6JR69y5k4e,Walking Away,2002,0.196,0.596,204867,0.688,0.0,0.121,-6.367,Mode.MINOR,0.0345,0.817,65
2BcOZ4vOeu2qZowIHrvTYy,Music,2000,0.00149,0.736,225973,0.802,0.0876,0.14,-8.527,Mode.MAJOR,0.0663,0.871,50
1YNCi9tPJffDJHNc6at129,Peaceful,1973,0.311,0.481,173987,0.4,3.56e-06,0.112,-11.236,Mode.MAJOR,0.0307,0.442,38
1CVDsdLb6LzQDfXvFgOF6b,Set U Free,1996,0.101,0.636,258933,0.645,1.64e-05,0.0686,-11.64,Mode.MAJOR,0.0873,0.711,40
4XvcHTUfIlWfyJTRG0aqlo,2055,2021,0.492,0.829,123987,0.512,0.0,0.12,-5.865,Mode.MINOR,0.187,0.638,82
34PsixEmIceg39NpaYxBsH,I Think I'm in Love with You,2000,0.0689,0.715,197693,0.815,0.0,0.233,-5.867,Mode.MAJOR,0.0576,0.804,52
6cZH4rX1KTt1aJ3Ql6Ynja,Me and My Guitar,2020,0.473,0.644,161765,0.587,0.0,0.0759,-6.736,Mode.MINOR,0.353,0.68,71
6glsMWIMIxQ4BedzLqGVi4,"So Fresh, So Clean",2001,0.0281,0.725,240027,0.64,0.0,0.099,-7.905,Mode.MINOR,0.332,0.915,74
23DDnH9eLb85MAZyiO0zZi,My Melancholy Baby,1959,0.84,0.473,160947,0.505,0.0107,0.15,-7.263,Mode.MINOR,0.029,0.337,24
53cGGBxGPaRjP0HVUESyW5,Catch,2020,0.0248,0.566,196440,0.765,0.0,0.0783,-6.337,Mode.MAJOR,0.0439,0.604,61
20PVWjltSTDX37f6HK89Qh,Let's Limbo Some More,1963,0.187,0.777,133160,0.56,0.0,0.239,-7.303,Mode.MAJOR,0.0609,0.962,22
0TaT50ZZxT4ytZxuqkE3A9,Why Can't This Be Love,1986,0.0606,0.531,227693,0.626,0.0,0.0767,-13.371,Mode.MAJOR,0.0452,0.746,68
1KYbPtyWhH2d4x0I8n1NRg,What's A Guy Gotta Do,2005,0.611,0.628,140933,0.943,7.38e-05,0.0668,-5.683,Mode.MAJOR,0.0647,0.922,47
1YhyOTcVjHe73cm6tYrHkA,Middle of the Road - 2007 Remaster,1983,0.00333,0.488,254293,0.959,0.0767,0.025,-5.575,Mode.MAJOR,0.0758,0.67,50
3M8FzayQWtkvOhqMn2V4T2,Lean on Me,1972,0.782,0.619,258835,0.22,1.19e-05,0.124,-13.843,Mode.MAJOR,0.0672,0.426,73
2gSVKxPDww9Eep5rdvtdem,My Way,2001,0.02,0.576,272973,0.864,1.68e-06,0.683,-3.981,Mode.MAJOR,0.0462,0.609,76
5xl5582IihbEZAnfj0xyso,Straight Up,1988,0.267,0.769,250032,0.826,0.0177,0.0638,-8.252,Mode.MAJOR,0.0624,0.762,63
5PZjtF0B9w34ivVdkX9UUM,"Hey, Bobba Needle",1964,0.778,0.671,140187,0.762,0.0,0.341,-4.921,Mode.MAJOR,0.214,0.674,24
6GsAD8PgHxmEuIPTG8GP3M,It Goes Like This,2013,0.117,0.543,186080,0.837,0.0,0.0872,-6.448,Mode.MAJOR,0.0608,0.506,66
5nNwxsg6vS3pKcLNcAvRWP,Do Anything (feat. Niki Harris),1991,0.0746,0.654,237373,0.749,0.0,0.114,-9.221,Mode.MINOR,0.0537,0.663,31
2aw72RcR4WQvmA9bICK8QZ,The Sweetest Days,1995,0.722,0.482,211293,0.301,0.0012,0.166,-10.341,Mode.MAJOR,0.0273,0.0692,47
5pPAlWfwMUG1pwNnsy9cZG,Meeting Over Yonder,1965,0.286,0.698,139960,0.448,0.0,0.253,-10.386,Mode.MAJOR,0.0436,0.881,11
1N62wozuHCvczCkY4QidpP,Over My Head (Cable Car),2006,0.022,0.592,236267,0.729,0.0,0.0653,-4.156,Mode.MAJOR,0.0448,0.709,73
0HZhYMZOcUzZKSFwPOti6m,jar of hearts,2010,0.726,0.349,246587,0.348,0.0,0.12,-6.142,Mode.MAJOR,0.0316,0.0886,74
1BO8bCK5u4isl5RCuPIuKB,One By One,1967,0.497,0.215,170480,0.655,0.0,0.112,-7.731,Mode.MAJOR,0.0413,0.561,14
1c5KZhtOAOH7eFOlBekNhS,I Like It,1983,0.446,0.675,279400,0.733,1.8e-05,0.201,-4.5,Mode.MAJOR,0.0443,0.83,65
0u6JFVn0KHHlidZxNL9gVE,La Grange (2005 Remaster),1974,0.00249,0.509,230480,0.641,0.0304,0.196,-9.936,Mode.MINOR,0.264,0.612,76
5ITEFa5Wo1zPYdhkIbLaWn,Rainy Jane,1971,0.245,0.603,163187,0.431,0.0,0.0862,-13.064,Mode.MINOR,0.0551,0.538,12
2KmvTthSR8R05yX3gdS0kE,Easy for You to Say - 1999 Remaster,1983,0.743,0.478,242893,0.372,0.0018,0.0745,-9.639,Mode.MINOR,0.0294,0.375,20
0DiDStADDVh3SvAsoJAFMk,Only Human,2020,0.108,0.795,183000,0.496,0.0,0.0645,-5.883,Mode.MAJOR,0.0722,0.874,71
5cPVHB3VcVKJRBTQ1Mls2I,Ashes By Now,2001,0.0635,0.663,251200,0.721,2.74e-05,0.0737,-7.455,Mode.MAJOR,0.0259,0.479,37
5INGQJv6rLOIuM6jwFjjt9,Here In My Heart,1961,0.78,0.204,184133,0.31,0.557,0.3,-10.139,Mode.MAJOR,0.0357,0.192,32
4RY96Asd9IefaL3X4LOLZ8,In Da Club,2003,0.26,0.902,193467,0.72,0.0,0.0749,-2.776,Mode.MINOR,0.347,0.805,77
1eetzMDPNpYSZOreBw7SSk,Soul Sista,2001,0.538,0.706,318667,0.326,8.06e-06,0.171,-10.45,Mode.MINOR,0.116,0.705,53
3aCbwWCYCT3MJjZeUnlcp4,Baby I Need Your Loving,1964,0.437,0.632,166027,0.686,0.0,0.193,-6.116,Mode.MINOR,0.0395,0.65,65
6IzatacJcPxK6rUY21eYMA,Baja,1963,0.00205,0.407,146147,0.794,0.119,0.0763,-11.547,Mode.MINOR,0.0402,0.584,25
3V0nnQhqvbE3JmiDdnzQFQ,July (feat. Leon Bridges),2020,0.853,0.708,152280,0.211,0.0,0.131,-9.603,Mode.MINOR,0.0424,0.362,76
0AXvsShBtCtMVx1kRPOu6T,Stay With Me Tonight,1983,0.157,0.906,298533,0.857,0.00059,0.126,-9.804,Mode.MINOR,0.0406,0.968,42
5IJWnvJJgH4PR4p9aXnNCQ,Jealous Again,1990,0.111,0.633,275067,0.842,0.0,0.139,-4.642,Mode.MAJOR,0.0262,0.674,59
4pP5xVUYEZljcmfyYFQXsx,Through The Years,1981,0.225,0.587,286067,0.393,0.0,0.107,-11.455,Mode.MAJOR,0.028,0.271,64
2dwhMQsFeHr2S787WxqAqW,You Sang To Me,2000,0.0103,0.578,347107,0.894,2.66e-06,0.216,-5.42,Mode.MAJOR,0.0296,0.741,57
2q2pZHWEQe6w9PgACCzMtC,I Got It From My Mama,2007,0.0961,0.888,241520,0.777,3.14e-05,0.0514,-6.262,Mode.MAJOR,0.0505,0.876,42
3WbphvawbMZ8FyqDxYGdSQ,When I'm Gone,2003,0.00385,0.53,260333,0.768,0.0,0.103,-5.611,Mode.MAJOR,0.0284,0.374,75
4NTSDu34al733aIuUWVJHo,Boogie Nights,1977,0.169,0.629,303640,0.615,7.23e-05,0.132,-10.972,Mode.MINOR,0.0433,0.673,60
79b3gEFmD4SKMHZknn5LSE,It Didn't Take Long,1981,0.0494,0.481,232840,0.521,0.0,0.0894,-13.779,Mode.MAJOR,0.0516,0.594,2
63CHa6rmamv9OsehkRD8oz,Against All Odds (Take a Look at Me Now) - 2016 Remaster,1984,0.198,0.58,206360,0.498,0.0,0.132,-6.901,Mode.MAJOR,0.0277,0.111,77
0I2ELF6uHlL4ABu9aFiou7,Right Place Wrong Time,1973,0.0923,0.789,175240,0.494,0.000408,0.144,-13.702,Mode.MAJOR,0.0456,0.826,60
4RBL1O2KXydgUhZrslOsn5,Believe,2006,0.782,0.598,338520,0.223,9.76e-05,0.102,-9.842,Mode.MAJOR,0.0365,0.211,51
3unwRUV5qbjMmH3NJtaODy,Shadow Dancing,1978,0.15,0.74,276000,0.598,0.0,0.0664,-9.658,Mode.MINOR,0.0321,0.952,55
1aJtdcYdncvyNrVKCcj0eD,Shandi,1980,0.0883,0.533,216867,0.771,0.0,0.0428,-6.512,Mode.MAJOR,0.028,0.853,46
7LR85XLWw2yXqKBSI5brbG,Run This Town,2009,0.281,0.632,267520,0.924,0.0,0.263,-1.802,Mode.MAJOR,0.29,0.441,81
6gj08XDlv9Duc2fPOxUmVD,Lips Are Movin,2015,0.0506,0.775,182667,0.825,1.03e-06,0.111,-5.402,Mode.MAJOR,0.0464,0.95,71
4q5npUQzHhlHWY562nN1J0,Isn't It Time,1977,0.389,0.523,243920,0.93,0.000133,0.815,-6.994,Mode.MAJOR,0.104,0.313,49
3Kj1FUd1N1E7whESUWEuKI,Never Going Back,1968,0.468,0.5,171680,0.585,0.000166,0.142,-9.213,Mode.MAJOR,0.037,0.709,23
4c8jWog32ctnWEuonvOy7j,Can't Cry Hard Enough,1992,0.239,0.444,191960,0.199,0.0,0.116,-14.508,Mode.MAJOR,0.0266,0.32,56
0P6CPJrNJ1Zt755CQTWg3S,C'est La Vie,1999,0.0978,0.705,173693,0.936,0.000124,0.0506,-5.109,Mode.MAJOR,0.0306,0.938,62
2kPhndhmpESYhoFTvpAIQU,Crazy Little Thing Called Love,1999,0.0613,0.423,142173,0.818,0.0,0.0511,-3.758,Mode.MAJOR,0.0785,0.839,38
40xz60ciGIpsRtDqRfPKBE,Rub You The Right Way,1990,0.0152,0.66,332307,0.873,0.00324,0.331,-6.952,Mode.MAJOR,0.0461,0.864,50
3DamFFqW32WihKkTVlwTYQ,Fireflies,2010,0.0275,0.512,228347,0.662,0.0,0.118,-6.797,Mode.MAJOR,0.0439,0.472,80
7nnWIPM5hwE3DaUBkvOIpy,Drive,2001,0.0562,0.645,232453,0.792,0.0121,0.119,-7.34,Mode.MINOR,0.036,0.666,80
31er9IGsfFbwqy1pH4aiTP,I Have Nothing,1993,0.576,0.541,289160,0.401,0.0,0.164,-10.499,Mode.MAJOR,0.0365,0.24,77
16GUMo6u3D2qo9a19AkYct,Movin' Out (Anthony's Song),1978,0.465,0.664,210760,0.88,1.63e-05,0.0591,-5.009,Mode.MINOR,0.0326,0.895,70
2hsC9lj7ZtXUEn74bxBEAj,Songman,1973,0.223,0.328,220198,0.454,0.0085,0.11,-14.477,Mode.MAJOR,0.0393,0.809,4
745sNpjWbAxo2MA2zSYbyD,Wherever I May Roam (Remastered),1992,0.000646,0.539,404333,0.834,0.000516,0.119,-7.459,Mode.MINOR,0.0364,0.339,66
724k0eWcby90V6kIVbozGq,"My One and Only, Jimmy Boy - Remastered Single Version",1964,0.615,0.223,136880,0.805,0.0,0.0769,-5.557,Mode.MAJOR,0.0446,0.823,8
1pffZVnM5873zd8AzT6crr,In My Nature,1993,0.00642,0.65,219240,0.945,0.000341,0.244,-4.121,Mode.MAJOR,0.0504,0.847,14
4vxLWiOERuSSC5edMs6uu0,Daisy Jane,1975,0.84,0.52,186467,0.208,4.63e-06,0.0996,-17.092,Mode.MAJOR,0.0319,0.282,51
5f8KgDZ8aQKQii0U1qdRbC,Pimp Of The Year,1995,0.108,0.931,254093,0.513,0.000435,0.272,-4.655,Mode.MAJOR,0.263,0.3,54
0t7szxjCNe2CCnlmIihHwS,Luanne,1982,0.00295,0.6,207493,0.869,0.0,0.12,-5.362,Mode.MAJOR,0.0411,0.784,37
3rQzv2lYriRlWITedMsECq,Goodnight My Love,1966,0.704,0.465,152307,0.406,1.65e-05,0.221,-11.049,Mode.MINOR,0.0304,0.599,3
4kV4N9D1iKVxx1KLvtTpjS,"break up with your girlfriend, i'm bored",2019,0.0421,0.726,190440,0.554,0.0,0.106,-5.29,Mode.MINOR,0.0917,0.335,78
2Mu43PmiJHMTNbtUjUWwOf,Body Language - Remastered 2011,1982,0.0387,0.832,271600,0.538,0.00847,0.101,-9.667,Mode.MAJOR,0.0655,0.357,37
57kR5SniQIbsbVoIjjOUDa,You Know You Like It,2015,0.0141,0.407,247267,0.725,2.46e-06,0.306,-5.346,Mode.MINOR,0.188,0.247,72
1fPKWu8NKS1ZGHjFZ5QCAs,Thirty-Three - Remastered 2012,1996,0.000968,0.607,250293,0.333,0.4,0.151,-12.717,Mode.MAJOR,0.0324,0.0802,53
1NAvZNIUfC79QACBJ7qhK0,In My Little Corner of the World,1960,0.727,0.532,150280,0.293,2.92e-06,0.143,-11.052,Mode.MINOR,0.0296,0.422,18
6FWrlXo99QRmPtOeUSWDjv,Dibs,2016,0.231,0.638,183947,0.733,0.0,0.103,-4.7,Mode.MAJOR,0.052,0.651,54
1YyoprYT9Oz3QiOqhYHO8i,Right Now And Not Later,1965,0.348,0.606,155960,0.635,0.0,0.246,-7.8,Mode.MAJOR,0.0311,0.863,22
5cCAZS9VhLGEDV4NCfieeg,I Wanna Go,2011,0.00379,0.696,210267,0.546,3.8e-06,0.332,-6.55,Mode.MAJOR,0.0414,0.787,70
51k2LB1iizPL9grpAkQrco,Take Me In Your Arms,1992,0.272,0.774,232933,0.754,9.05e-05,0.115,-5.147,Mode.MAJOR,0.0488,0.838,52
7JKEA8xYDoFp4q0QBW2PGg,Shackles (Praise You),2000,0.0343,0.779,198347,0.834,0.0,0.0886,-2.773,Mode.MAJOR,0.162,0.8,65
2WKCH4ISejDV9ad7iPp5XU,5-1-5-0,2012,0.0246,0.554,182893,0.849,0.000233,0.31,-5.181,Mode.MINOR,0.0357,0.683,65
7dH1uyeLjl0OHWjaJ1GC5k,Violence of Summer (Love's Taking Over),1990,0.384,0.679,262267,0.773,3.52e-05,0.161,-7.997,Mode.MAJOR,0.0292,0.714,38
3KbFtYPyVP6C7BQVgH2cCf,Piece by Piece - Idol Version,2016,0.904,0.561,212280,0.245,0.0,0.0933,-6.372,Mode.MAJOR,0.0344,0.402,59
6XsT5UGfpaFeHQf5LRIy4W,"Me, Myself and I",2003,0.226,0.75,301133,0.458,3.25e-05,0.137,-9.092,Mode.MAJOR,0.0803,0.536,64
0laYHRpNTS6i8FXdupHkJ4,Love You Like A Love Song,2011,0.0761,0.858,188453,0.678,0.0,0.0741,-3.87,Mode.MINOR,0.0469,0.922,84
5EEsZl9wCWtPHXoi9I9PY7,James Brown Is Dead (Original Mix),1992,0.0013,0.599,344400,0.976,0.787,0.383,-7.649,Mode.MINOR,0.0859,0.501,46
5gfy2vyy0SmXEwOgSfMjec,Until Your Love Comes Back Around,1992,0.229,0.55,360400,0.534,0.0,0.0714,-10.6,Mode.MAJOR,0.0331,0.311,20
5izGeTxueiFX1UPFGohY9w,Addicted To Love,1986,0.382,0.702,363640,0.578,5.89e-06,0.0425,-13.415,Mode.MAJOR,0.031,0.975,68
3UhwS81S9L7i2byZCrhSAv,Funky Child,1993,0.0356,0.859,271067,0.635,0.00346,0.13,-9.532,Mode.MINOR,0.193,0.53,46
7sgi66biRYpAXuRZJBDuli,Bizarre Love Triangle - 2014 Remaster,1994,0.906,0.738,119813,0.198,0.0,0.105,-10.919,Mode.MAJOR,0.0625,0.682,53
4z7maGZkAonDlXlwo8q69f,Da Ya Think I'm Sexy?,1979,0.0143,0.715,331333,0.689,0.000192,0.111,-8.065,Mode.MINOR,0.029,0.852,75
76cy1WJvNGJTj78UqeA5zr,IDGAF,2018,0.0403,0.836,217947,0.544,0.0,0.0824,-5.975,Mode.MAJOR,0.0943,0.51,81
6G4eZPVqKgMOe5r1ZiwVrb,The Cajun Queen,1962,0.589,0.56,158707,0.522,0.0,0.134,-11.518,Mode.MAJOR,0.184,0.515,33
1JLn8RhQzHz3qDqsChcmBl,I Want to Know What Love Is - 1999 Remaster,1985,0.193,0.477,304787,0.471,1.76e-06,0.131,-10.036,Mode.MAJOR,0.0277,0.423,83
3xsOtNxtBW0oTI1OWKAzTm,Walk on By,1964,0.719,0.7,178333,0.33,8.6e-05,0.136,-9.027,Mode.MAJOR,0.0303,0.524,69
5RM03AbntpjHO3Kq98WKVE,In My Heart,1961,0.875,0.53,150212,0.624,0.0,0.33,-8.008,Mode.MAJOR,0.0353,0.962,29
0vbtURX4qv1l7besfwmnD8,I Took A Pill In Ibiza - Seeb Remix,2016,0.0353,0.664,197933,0.714,8.42e-06,0.0843,-6.645,Mode.MINOR,0.111,0.71,83
4do0Z0rHdFUV3RSMxMQsdq,Crimson and Clover,1982,0.0601,0.181,197493,0.772,0.00045,0.072,-5.201,Mode.MAJOR,0.0385,0.607,57
4RCWB3V8V0dignt99LZ8vH,Hey There Delilah,2007,0.872,0.656,232533,0.291,0.0,0.114,-10.572,Mode.MAJOR,0.0293,0.298,81
2vwlzO0Qp8kfEtzTsCXfyE,Wrecking Ball,2014,0.407,0.53,221360,0.422,0.0,0.107,-6.262,Mode.MAJOR,0.0342,0.349,83
3GSnafSM2BXVns2h6lOntr,You Don't Miss Your Water (Single Version),1962,0.623,0.522,181573,0.326,0.0,0.14,-14.08,Mode.MAJOR,0.0287,0.566,25
0Wv3aY6gApoT3oKBYIqvXb,Will You Still Love Me? - Alternate,1987,0.0233,0.482,253280,0.601,0.0,0.0517,-6.808,Mode.MAJOR,0.0278,0.348,58
4EEI0LQLYddKqvQ3dfc3WR,When Smokey Sings,1987,0.0505,0.732,259293,0.765,0.0798,0.169,-8.75,Mode.MAJOR,0.0287,0.876,52
26spalP6x2gUAab8rwB8dQ,Gentleman,2013,0.00222,0.882,194547,0.736,0.0,0.0515,-2.892,Mode.MINOR,0.116,0.582,61
3SnGymj6ijE2iuUfWxLo1q,I'm Coming Out,1980,0.185,0.72,323347,0.828,0.429,0.0839,-9.211,Mode.MAJOR,0.0462,0.768,72
4ukCThz76ZkKJzTlmDlKpa,On a Night Like This,2001,0.0443,0.599,210427,0.776,0.0,0.0379,-5.292,Mode.MAJOR,0.0437,0.831,36
0gRhXiFgrIz8OfSW4up1k1,"The Power (7"" Version)",1990,0.0449,0.747,227030,0.878,0.00402,0.206,-7.637,Mode.MAJOR,0.0655,0.701,65
0IGtmdyJSaminFfOyF8dfG,I Don't Know How To Love Him,1971,0.701,0.27,198867,0.312,0.00257,0.116,-11.306,Mode.MAJOR,0.0279,0.345,45
21Se2xxY6xHPjSXhJIPniy,Whispering,1964,0.871,0.485,143493,0.435,0.0,0.17,-12.186,Mode.MAJOR,0.0387,0.611,22
3i2Ddy4a0rNnGQY60pZdYp,Break It Up,1982,0.168,0.625,253640,0.753,0.0,0.474,-4.745,Mode.MINOR,0.0291,0.639,47
2jOdqw7a9uV1s256FXXR4W,The Chemicals Between Us,1999,0.00317,0.512,217493,0.958,0.0403,0.295,-3.979,Mode.MAJOR,0.16,0.39,53
1p0rQUKbsx0JSz9aHJ8RcN,Something To Grab For,1983,0.0636,0.71,223467,0.807,0.00334,0.0718,-7.819,Mode.MINOR,0.0368,0.972,21
0VZaYVM92VL8dDakvdsS9E,Juicy Fruit - Single Version,1983,0.141,0.9,273733,0.416,0.00589,0.0309,-12.077,Mode.MAJOR,0.179,0.784,50
7lwvxYumAEo10lzAplRGXM,The Unforgiven (Remastered),1992,0.0184,0.531,387160,0.583,0.00624,0.255,-9.47,Mode.MAJOR,0.0256,0.207,67
4PFhHd7DsNg0ke9Nmlxms5,Blue Eyes - Remastered 2003,1982,0.575,0.518,206267,0.229,0.00363,0.123,-17.18,Mode.MINOR,0.027,0.159,59
4pA9vbjCtPKjUBHx5hjPPo,Easy As Pie,1976,0.79,0.487,177893,0.305,4e-05,0.137,-13.081,Mode.MAJOR,0.0254,0.238,12
5sJiLlgQKBL81QCTOkoLB5,Good Life,1989,0.172,0.716,244773,0.783,0.0346,0.0327,-12.876,Mode.MINOR,0.0496,0.952,62
3a7XVyRJjALtpwueWmGR12,Baby Let Me Take You (In My Arms),1972,0.233,0.683,230368,0.482,0.000249,0.0639,-9.147,Mode.MINOR,0.034,0.552,38
0mh3kdiViRyeH8JzVL61Hw,Believe,1995,0.191,0.497,295493,0.523,0.000102,0.141,-9.306,Mode.MINOR,0.0307,0.194,49
5dClbtFrsEtU363gpPwX2I,Love Me Tonight,1969,0.173,0.499,190400,0.759,0.0,0.477,-8.766,Mode.MINOR,0.0464,0.791,44
4woTEX1wYOTGDqNXuavlRC,Superman,2003,0.0215,0.802,350320,0.755,0.0,0.295,-3.138,Mode.MINOR,0.0564,0.58,85
3I7d155tjVsLKnqmMcqi8J,Funky Fever,1968,0.176,0.551,167509,0.801,0.0,0.046,-8.372,Mode.MAJOR,0.0661,0.934,20
2gjQdYRk5A17t5pNxQXmuN,Crying,1981,0.466,0.302,230560,0.344,1.53e-06,0.184,-11.894,Mode.MAJOR,0.0277,0.242,47
7xoUc6faLbCqZO6fQEYprd,One Last Time,2015,0.093,0.628,197267,0.593,1.65e-06,0.096,-5.036,Mode.MAJOR,0.0323,0.104,84
2qAqxEV45AAAN60GtFhvW7,Iesha,1991,0.0403,0.714,261907,0.786,0.0,0.0302,-9.717,Mode.MAJOR,0.164,0.692,39
57IRaiAB4hBZu3gnNVZC0v,No Smoke,2018,0.113,0.658,160000,0.736,0.0,0.0978,-6.097,Mode.MINOR,0.308,0.804,62
6LZVAsCB1OEjue9kjZwdyl,Cherry Baby,1977,0.0302,0.448,227587,0.926,9.53e-06,0.0571,-3.831,Mode.MAJOR,0.0626,0.823,24
37GWhu8R61gTStMvVQfDuE,Kiss an Angel Good Mornin',1972,0.581,0.665,123467,0.512,0.0,0.371,-10.704,Mode.MAJOR,0.03,0.87,63
3eMVOlY4PqhG4e9K4epxbn,Rodeo,1995,0.012,0.884,212733,0.823,0.0358,0.251,-7.225,Mode.MAJOR,0.0483,0.657,26
4HN3S2SlWQC50TcUPGV0MV,Here Comes My Baby,1967,0.0154,0.514,184107,0.882,0.0,0.389,-5.306,Mode.MAJOR,0.0491,0.942,46
4WRRCuJYRq7gUKiupxVH9W,Nobody To Blame,2016,0.0143,0.534,244147,0.666,0.0615,0.113,-9.471,Mode.MAJOR,0.0335,0.59,65
478thMMvYGris8eJPcDRoq,Sentimental Lady,1978,0.107,0.445,178693,0.471,0.0,0.268,-16.218,Mode.MAJOR,0.0328,0.562,59
6edIZ76uLiHDkW64VVxGk8,The Politics of Dancing,1984,0.0611,0.685,237333,0.957,0.00025,0.317,-8.214,Mode.MAJOR,0.0445,0.809,46
3R7fjB38qajI6JR69y5k4e,Walking Away,2002,0.196,0.596,204867,0.688,0.0,0.121,-6.367,Mode.MINOR,0.0345,0.817,65
5hIljtQ1fRvDRc1aHdhwWK,Lately,1993,0.631,0.377,373627,0.315,0.0,0.946,-12.641,Mode.MAJOR,0.0619,0.27,42
5sJiLlgQKBL81QCTOkoLB5,Good Life,1989,0.172,0.716,244773,0.783,0.0346,0.0327,-12.876,Mode.MINOR,0.0496,0.952,62
1N7ej8jB353itCUWP4ozTf,I Just Can't Stop Loving You (feat. Siedah Garrett),1987,0.646,0.654,252520,0.444,2.6e-06,0.0414,-9.959,Mode.MAJOR,0.0353,0.274,1
307S2NNAIrTAfkrxsOIbQw,Cry No More,1993,0.208,0.675,282881,0.472,0.0,0.0727,-8.656,Mode.MINOR,0.0305,0.567,35
1Yuim9eHBfG8YUJII28XDF,Figured You Out,2004,2.63e-05,0.544,228480,0.867,0.0165,0.266,-5.527,Mode.MAJOR,0.0517,0.726,65
637V2ymBt4Ljlbz4EmRys8,This Used to Be My Playground,1992,0.754,0.499,310267,0.308,0.000943,0.124,-11.692,Mode.MINOR,0.0264,0.0706,53
05Sgj1Hx03ZXc57gsV1kfX,It's Goin' Down (feat. Nitti),2006,0.0986,0.888,241840,0.577,0.0,0.131,-7.702,Mode.MINOR,0.0612,0.609,67
5sOTZX5LqMQ0Y1U4631cY5,Wise Up,1985,0.0764,0.739,232107,0.886,0.000133,0.683,-6.128,Mode.MAJOR,0.036,0.788,17
0CA3RxBx2xSQXPfpmUBK1v,Just Like You,2004,9.4e-06,0.373,186893,0.737,0.0,0.0696,-5.282,Mode.MAJOR,0.0297,0.565,68
